,date,time,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265
490,2022-03-06,02:30:00,0,0,0,40,0,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,86,0,90,0,0,1728,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632,0,0,0,0,0,74,75,0,0,0,8058,160,0,0,166,0,0,0,87,264,0,2430,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,2461,0,0,0,0,0,565,3876,0,0,0,0,0,0,0,0,0,0,500,126,0,0,0,130,0,396,0,0,0,0,2192,0,0,0,1410,426,143,2880,145,0,0,11248,0,0,453,0,0,0,0,0,0,2212,0,0,644,1620,978,4592,0,332,0,0,0,2210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3162,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3376,0,0,0,0,0,217,0,0,0,0,0,0,672,0,0,0,0,2290,4370,1848,1624,1631,5148,235,944,711,952,717,0,0,0,0,0,0,4674,0,0,16185,0,0,0,0,0,255,512,0,0,0,0,522,262,3419,2376,0
491,2022-03-06,02:45:00,0,0,0,28,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,41,0,0,0,90,0,0,2208,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1632,0,0,0,0,0,74,75,0,0,0,8848,0,0,0,0,0,0,0,87,88,0,2520,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,2782,0,0,0,0,0,904,4674,0,116,0,0,0,0,0,0,0,0,1500,0,0,0,258,0,0,0,0,0,0,0,1370,0,0,280,2115,852,143,2880,0,0,0,11100,0,0,151,0,0,0,0,0,0,4740,0,0,161,810,1630,2952,0,332,0,0,0,2210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,2954,0,0,0,0,0,0,0,0,0,0,0,0,672,0,226,0,0,2290,4140,4389,232,699,6084,0,236,237,1428,478,0,0,0,243,244,0,6150,0,0,13695,0,0,0,0,0,0,256,0,0,0,0,261,0,3945,792,0
492,2022-03-06,03:00:00,0,0,0,28,0,0,21,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,86,0,0,0,0,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,1564,0,0,0,0,0,0,75,0,0,0,8532,0,0,82,0,0,0,0,348,264,0,2250,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,2461,0,0,0,0,0,1356,4788,0,0,0,0,0,0,0,0,0,0,1250,126,0,0,0,0,0,0,0,0,0,0,2192,0,0,420,846,852,143,2304,0,0,0,10508,0,0,0,0,0,0,0,0,0,2528,0,0,483,648,1141,3936,0,166,0,0,0,2720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,3165,0,0,0,0,0,0,0,0,0,0,0,0,448,0,226,0,0,1374,3680,2772,232,2097,3042,0,236,474,476,1195,0,0,242,0,488,0,4920,0,0,14940,0,0,0,0,0,0,768,0,0,0,0,0,524,2367,792,0
493,2022-03-06,03:15:00,0,0,0,36,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,45,0,0,1104,0,50,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,1224,0,0,0,0,0,0,0,0,0,0,7663,0,0,0,0,0,0,0,87,0,0,1800,0,0,0,0,0,0,0,0,0,800,0,0,0,0,0,0,1819,0,0,0,0,0,1017,2736,0,116,0,0,0,0,0,0,0,0,1000,0,0,0,258,0,0,264,0,0,0,0,959,0,0,420,987,852,286,2592,0,0,0,9472,0,0,604,0,0,0,0,0,0,2528,0,0,483,972,2119,3444,0,166,0,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2954,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,2290,5520,3927,1160,1165,5148,0,472,0,238,478,0,0,0,0,244,0,4428,0,0,10458,0,0,0,0,0,765,0,0,0,0,260,783,262,3945,528,265
494,2022-03-06,03:30:00,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,42,0,0,45,0,0,1824,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1428,0,0,0,0,0,0,75,0,0,0,5846,80,0,0,0,0,0,0,87,88,0,1530,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,1819,0,0,0,0,0,904,3762,0,0,0,0,119,0,0,0,0,0,875,0,0,0,0,0,0,528,0,0,0,0,1507,0,0,140,846,426,0,1872,0,0,0,7252,0,0,0,0,0,0,0,0,0,3160,0,0,644,810,1630,2788,0,166,0,0,0,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2232,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1899,0,0,0,0,0,0,0,0,0,0,0,223,224,0,226,0,0,2061,4140,3234,232,0,4212,0,472,0,476,239,0,0,0,0,0,0,4920,0,0,9213,0,0,0,0,0,510,512,0,0,0,260,0,262,3156,1848,0
495,2022-03-06,03:45:00,0,0,0,12,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,90,0,0,1440,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292,0,0,0,0,0,222,75,0,0,0,6004,160,0,0,0,0,0,0,0,0,0,1260,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,1284,0,0,0,0,112,904,2508,0,0,0,0,0,0,0,0,0,0,1875,0,0,0,0,0,0,264,0,0,0,0,1781,0,0,140,423,568,0,1728,0,0,0,4884,0,0,151,0,0,0,155,0,0,2054,0,0,644,810,1304,1640,0,0,0,0,0,1020,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687,3680,3234,232,699,3744,0,0,474,0,478,0,0,0,0,0,0,5658,0,0,11703,0,0,0,0,0,255,0,0,0,0,0,0,262,1578,1056,265
496,2022-03-06,04:00:00,0,0,0,12,0,0,0,0,0,0,0,0,0,14,0,0,17,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,84,0,0,90,0,0,1296,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1496,0,0,0,0,0,148,75,0,0,0,6715,0,0,0,0,0,0,0,0,0,0,1080,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,1712,0,0,0,0,0,565,1482,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,1233,0,0,280,1974,426,143,1584,145,146,0,5032,0,0,0,0,0,0,0,0,0,948,0,0,1288,810,652,3608,0,0,0,0,0,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,844,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,1374,4140,2541,232,466,936,0,0,237,0,239,0,0,0,0,488,0,5412,0,0,6225,0,0,0,0,0,0,256,0,0,0,0,522,262,2630,528,1325
497,2022-03-06,04:15:00,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,49,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0,0,0,0,0,148,150,0,0,0,3792,0,0,0,0,0,0,0,174,176,0,1170,0,0,0,0,0,0,97,0,0,600,0,0,0,0,0,0,1391,0,0,0,0,0,452,1482,0,0,0,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,133,0,0,0,822,0,0,560,1551,426,0,1008,0,0,0,3108,0,0,0,0,0,0,0,0,0,474,0,0,966,648,815,2132,0,0,0,0,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0,633,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,458,3450,2079,464,233,3042,0,0,237,476,1195,0,0,0,243,0,0,2214,0,0,6474,0,0,0,0,0,0,0,0,0,0,0,0,0,1841,1056,265
498,2022-03-06,04:30:00,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,45,0,0,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,816,0,70,0,0,0,0,75,0,0,0,1659,0,0,0,0,0,0,0,0,0,0,810,0,0,0,0,0,0,0,0,0,700,0,0,0,0,0,0,321,0,0,0,0,0,0,570,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,264,0,0,0,0,411,0,0,0,846,0,143,1152,0,0,147,2220,0,0,0,0,0,0,0,0,0,0,159,0,1449,162,326,1640,0,0,0,0,0,1190,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1055,0,0,0,0,0,0,0,0,0,0,0,0,224,0,226,0,0,1145,2530,924,0,466,1170,0,236,0,238,717,0,0,0,0,0,0,0,0,0,4233,0,0,0,0,0,0,256,0,0,0,0,0,1048,2367,528,265
499,2022-03-06,04:45:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,912,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,408,0,0,0,0,0,0,75,0,0,0,948,0,0,0,0,0,0,0,87,0,0,270,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,106,428,0,0,0,0,0,339,456,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,1584,0,0,0,0,274,0,0,0,141,0,286,864,145,0,0,1628,0,0,0,0,0,0,0,0,0,0,0,0,483,0,489,1476,0,166,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,0,0,0,0,0,0,0,0,0,0,0,0,0,225,226,0,0,1145,2990,462,0,932,702,0,0,237,0,478,0,0,0,0,244,0,738,0,0,2490,0,0,0,0,0,0,512,0,0,0,0,261,786,1315,264,0
500,2022-03-06,05:00:00,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,43,0,0,0,0,240,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,869,0,0,0,0,0,170,0,174,0,0,630,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,428,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,375,0,0,0,0,0,0,1188,0,0,0,0,274,414,0,420,282,284,0,144,0,0,0,740,0,0,151,0,0,0,0,0,0,158,0,0,322,0,326,820,0,0,0,0,0,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,687,2300,693,0,932,234,0,236,474,476,0,0,0,0,0,0,0,246,0,0,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,789,0,0
501,2022-03-06,05:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,74,300,0,0,0,395,0,0,0,0,0,0,0,87,0,0,90,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,428,0,0,0,0,112,113,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3696,0,0,0,0,0,138,0,0,564,0,0,432,0,0,0,148,0,0,604,152,0,0,0,0,0,0,0,0,644,810,0,656,0,0,0,0,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,211,0,0,0,0,0,0,0,0,0,0,0,0,224,225,226,0,0,458,1150,231,232,233,468,0,236,474,0,478,0,0,0,0,0,0,0,0,0,747,0,0,0,0,0,0,0,0,0,0,0,0,0,263,264,0
502,2022-03-06,05:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,45,0,0,432,0,50,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,553,80,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,642,0,0,0,0,0,226,114,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3696,0,0,0,0,685,138,0,280,705,142,0,0,0,0,0,444,0,0,151,0,0,0,0,0,0,0,0,0,805,162,0,1148,0,332,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,0,0,466,1170,0,472,0,952,478,0,0,0,0,0,0,246,0,0,747,0,0,0,0,0,0,0,0,0,0,0,261,262,1052,792,0
503,2022-03-06,05:45:00,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,86,0,0,0,0,144,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,71,0,73,74,75,0,0,0,790,0,0,0,0,0,0,0,0,0,0,540,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4356,0,0,0,0,411,0,0,700,846,0,0,0,0,146,0,444,0,0,0,0,0,0,0,0,314,0,0,0,644,324,326,492,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,458,2070,231,232,233,234,0,944,237,476,0,0,0,0,243,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,0,0,0,262,1315,528,0
504,2022-03-06,06:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,43,0,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,75,0,0,0,316,80,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,321,0,0,0,0,0,565,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5016,0,0,0,0,685,276,0,280,141,710,0,0,0,292,0,296,0,0,0,0,0,0,0,0,0,0,0,0,1288,1134,163,656,0,332,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1603,1150,231,0,466,0,0,708,711,952,1434,0,0,0,0,244,0,246,0,0,498,0,0,0,0,0,0,0,0,0,0,0,0,786,1315,0,530
505,2022-03-06,06:15:00,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,336,0,100,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,148,150,0,0,0,395,0,0,82,0,0,0,0,174,0,0,270,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,642,0,0,0,0,0,226,114,0,232,0,0,0,0,0,0,0,0,0,0,0,0,258,0,0,5280,0,0,0,0,137,0,0,560,564,568,143,0,0,0,0,148,0,0,302,0,0,0,0,0,0,0,0,0,322,972,815,984,0,166,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,223,224,0,678,0,0,458,1840,231,0,0,0,0,472,1185,1190,717,0,0,0,0,244,0,0,0,0,996,0,0,0,0,0,0,0,0,0,0,0,261,262,789,0,0
506,2022-03-06,06:30:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,42,129,0,0,0,0,336,0,100,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,0,0,0,0,148,225,0,0,0,553,0,0,0,0,0,0,0,87,0,0,90,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,321,0,0,0,0,0,226,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6600,0,134,0,0,959,0,0,280,1128,568,429,144,0,0,0,0,0,0,151,0,0,0,155,0,0,0,0,0,1288,648,978,1148,0,332,0,0,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2790,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,224,0,678,0,0,916,920,231,232,932,702,0,1652,711,1190,1195,0,0,0,0,0,0,492,0,0,996,0,0,0,0,0,0,0,0,0,0,0,0,524,3156,528,265
507,2022-03-06,06:45:00,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,43,0,0,0,0,432,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,370,300,0,0,0,553,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,321,0,0,0,0,0,113,228,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4752,0,0,0,0,685,138,0,980,1410,852,143,144,0,0,0,148,0,0,453,152,0,0,0,0,0,158,0,0,483,648,978,1312,0,498,167,0,0,1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2418,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,678,0,0,916,2300,231,0,932,1404,0,2124,1422,2380,2390,0,0,0,0,488,0,246,0,0,747,0,0,0,0,0,0,0,0,0,0,0,261,786,1841,0,265
508,2022-03-06,07:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,215,0,45,0,0,384,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,600,0,0,0,79,0,0,0,0,0,0,0,0,0,89,270,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,749,0,0,0,0,0,113,114,0,116,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,5016,0,0,0,0,1370,414,0,280,1128,710,143,144,0,0,0,444,0,0,604,0,0,0,0,0,0,158,0,0,322,1458,1141,656,0,332,0,168,0,1020,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,1674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0,678,0,0,1374,3680,0,232,466,936,0,1180,948,2380,1195,0,0,0,0,244,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,520,261,1048,1841,264,0
509,2022-03-06,07:15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,123,0,172,0,45,0,0,528,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0,0,0,0,148,300,0,0,0,316,0,0,0,0,0,0,0,87,0,0,360,0,0,0,0,0,0,0,0,0,1100,0,0,0,0,0,0,642,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,260,0,4356,0,0,0,0,685,414,0,980,705,426,286,144,0,146,0,0,0,0,604,304,0,0,0,0,0,0,0,0,1127,1134,652,328,0,332,167,0,0,850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,224,0,0,0,0,1832,1840,0,0,466,702,0,1652,2370,1190,1912,0,241,0,0,732,0,246,0,0,498,0,0,0,0,0,0,0,0,0,0,0,261,1834,2630,528,0
510,2022-03-06,07:30:00,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,215,0,0,0,0,576,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,222,225,0,0,0,553,0,0,0,0,0,0,0,174,0,0,90,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,5940,0,0,0,0,1096,414,0,1400,846,568,858,144,290,146,0,444,0,0,302,456,0,0,0,0,0,0,0,0,966,1620,815,0,0,498,0,0,0,680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916,3450,231,0,1165,468,0,2360,4266,2856,2390,0,0,0,0,244,0,738,0,0,747,0,0,0,0,0,0,0,0,0,0,0,0,1048,2893,264,265
511,2022-03-06,07:45:00,0,0,0,4,0,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,41,0,172,0,0,0,0,720,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,74,450,0,0,0,237,0,81,0,83,0,0,0,87,0,0,360,0,0,93,0,0,0,0,0,0,300,0,0,0,0,0,0,1498,0,0,0,0,0,226,228,0,116,0,0,0,0,0,0,0,0,125,0,0,0,129,0,0,4620,0,0,0,0,685,1104,0,700,564,1562,1287,0,0,0,0,148,0,0,906,304,0,0,0,0,0,0,0,0,1771,2106,815,492,0,498,0,0,0,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1674,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,1603,3680,0,232,1631,234,0,2832,2133,3332,2390,0,0,0,243,0,0,492,0,0,498,0,0,0,0,0,0,0,0,0,0,0,1566,3406,2630,792,0
512,2022-03-06,08:00:00,0,0,0,0,0,0,7,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,43,0,0,0,0,912,0,550,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,66,0,340,0,140,0,0,0,74,150,0,0,0,474,0,0,0,0,0,0,0,174,0,0,540,0,0,0,0,95,0,0,0,0,400,0,0,0,0,0,0,428,0,0,0,0,0,113,114,0,0,0,0,0,0,0,0,0,0,250,0,0,0,129,0,0,4224,0,0,0,136,685,690,0,1960,2115,1136,1001,144,0,0,0,148,0,0,604,152,0,0,0,0,0,158,0,0,1288,972,1793,328,0,332,0,168,0,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,225,0,0,0,2748,4370,0,0,466,0,0,4484,4029,3570,2868,0,0,0,0,244,0,0,0,0,1245,0,0,0,0,0,0,0,0,0,0,0,261,2096,4471,1056,265
513,2022-03-06,08:15:00,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,42,86,0,0,0,0,432,0,600,51,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,544,0,560,0,0,0,148,450,0,0,0,632,0,0,82,0,0,0,0,0,0,0,450,0,0,0,0,0,0,97,0,0,300,0,0,0,0,0,0,963,0,0,0,0,0,339,342,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7128,0,0,0,0,548,552,0,1680,987,1846,1144,144,0,0,0,296,0,0,604,304,0,0,0,0,0,316,0,0,2254,1620,2282,984,0,1826,0,0,0,1700,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,627,0,633,0,0,0,0,0,0,0,0,0,0,0,0,448,0,452,0,0,1603,2300,693,0,2330,1170,0,3304,4266,3808,3824,0,0,242,0,732,0,492,0,0,1992,0,0,0,0,0,0,0,0,0,0,0,261,3144,3945,1056,0
